GA;GB;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;G13;G14;G15;G16;G17;G18;G19;G20;G21
7701;Инспекция Федеральной налоговой службы № 1 по г.Москве;,105064,Москва г,,,,Земляной вал ул,9,,;(495)400-00-61,400-01-31,400-01-24,400-00-87,400-01-66;Код ОКПО: 29290023 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45375000,45378000,45382000,45388000;7701107259;770901001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7702;Инспекция Федеральной налоговой службы № 2 по г.Москве;,129110,Москва г,,,,Переяславская Б. ул,16,,;(495)400-02-34,400-02-01,400-02-18;Код ОКПО:29290036 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45379000,45382000;7702143179;770201001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7703;Инспекция Федеральной налоговой службы № 3 по г.Москве;,123100,Москва г,,,,Анатолия Живова ул,2,6,;(495)276-22-22,400-03-16,400-03-39;Код ОКПО:29290042 Понедельник, среда с 9-00 до 18-00, вторник,четверг с 9-00 до 20-00, Вторую и четвертую субботу календарного месяца с 10-00 до 15-00;Управление Федерального казначейства по г. Москве;45328000,45374000,45375000,45380000,45382000,45384000;7703037470;770301001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7704;Инспекция Федеральной налоговой службы № 4 по г.Москве;,119048,Москва г,,,,Доватора ул,12,2,5;(495)400-03-73,400-04-32,400-03-96,400-03-92;Код ОКПО:29290059 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45374000,45382000,45383000;7704058987;770401001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7705;Инспекция Федеральной налоговой службы № 5 по г. Москве;,105064,Москва г,,,,Земляной вал ул,9,,,;(495)400-04-75,400-05-40,400-04-41,400-04-47;Код ОКПО:29287873 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45376000,45381000,45382000,45384000;7705045236;770901001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7706;Инспекция Федеральной налоговой службы № 6 по г. Москве;,115191,Москва г,,,,Тульская Б. ул,15,,;(495)400-08-05,400-08-86,400-08-29,400-08-76,400-09-03;Код ОКПО:29290065 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45376000,45384000,45915000;7706044740;772601001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7707;Инспекция Федеральной налоговой службы № 7 по г. Москве;,105064,Москва г,,,,Земляной вал ул,9,,;(495)276-22-22,400-12-06,400-12-23;Код ОКПО:29290071 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45379000,45382000;7707081688;770901001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7708;Инспекция Федеральной налоговой службы № 8 по г. Москве;,129110,Москва г,,,,Переяславская Б. ул,16,,;(495)400-00-08,400-02-65,400-13-36,400-01-78;Код ОКПО:29271027 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45315000,45349000,45375000,45378000,45379000,45383000;7708034472;770201001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7709;Инспекция Федеральной налоговой службы № 9 по г.Москве;,109316,Москва г,,,,Волгоградский пр-т, 42,26, ,109147,Москва г,,,,Марксистская ул,34,6 (для почтовых отправлений);(495)400-00-09,276-22-22,400-00-09;Код ОКПО:29290094 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45330000,45375000,45381000,45382000,45392000;7709000010;770901001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7710;Инспекция Федеральной налоговой службы № 10 по г. Москве;,115191,Москва г,,,,Б.Тульская ул,15,,;(495)400-06-30,400-07-71,400-06-50;Код ОКПО:29290102 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45375000,45380000,45382000;7710047253;772601001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7713;Инспекция Федеральной налоговой службы № 13 по г.Москве;,105064,Москва г,,,,Земляной вал ул,9,,;(495)400-00-13,400-15-88,400-16-02,400-16-04,400-15-96,400-15-38;Код ОКПО:29290131 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45335000,45336000,45337000,45339000,45340000,45341000,45342000,45344000,45346000;7713034630;770901001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7714;Инспекция Федеральной налоговой службы № 14 по г.Москве;,125284,Москва г,,,,2-й Боткинский проезд,8,1, , ,125057,Москва г,,,,Чапаевский пер.,8;(495)400-16-30,400-16-26,400-16-64,400-16-46,400-16-43, 400-16-7;Код ОКПО:29290148 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45. Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45333000,45334000,45344000,45345000,45348000,45380000,45382000,45389000;7714014428;771401001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7715;Инспекция Федеральной налоговой службы № 15 по г. Москве;,127254,Москва г,,,,Руставели ул,12/7,, ,127254,Москва г,,,,Руставели ул,15,,;(495)276-22-22;Код ОКПО:29290154 Понедельник,среда с 9-00 до 18-00, вторник, четверг с 9-00 до 20-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00;Управление Федерального казначейства по г. Москве;45339000,45344000,45350000,45351000,45352000,45353000,45354000,45356000,45357000,45358000,45359000,45360000,45362000,45363000,45364000,45382000;7715045002;771501001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7716;Инспекция Федеральной налоговой службы № 16 по г. Москве;,129346,Москва г,,,,Малыгина ул,3,2,;(495)400-17-45,400-17-81,400-17-44,400-17-45;Код ОКПО:29290160 Понедельник,среда с 9-00 до 18-00, вторник,четверг с 9-00 до 20-00, пятница с 9-00 до 16-45, Вторую и четвертую субботу месяца с 10.00 до 15.00;Управление Федерального казначейства по г. Москве;45349000,45351000,45355000,45360000,45361000,45365000;7716103458;771601001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7717;Инспекция Федеральной налоговой службы № 17 по г.Москве;,129626,Москва г,,,,Сельскохозяйственная ул,11,4;(495)400-18-15,400-18-06,400-18-23;Код ОКПО:29290177 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45305000,45349000,45356000,45357000,45358000,45359000,45360000,45361000;7717018935;771701001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7718;Инспекция Федеральной налоговой службы № 18 по г.Москве;,107113,Москва г,,,,Шумкина ул,25,,;(495)400-18-42,400-18-33,400-18-79;Код ОКПО:29290183 Понедельник, среда с 9-00 до 18-00, вторник, четверг с 9-00 до 20-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45301000,45305000,45311000,45315000,45316000,45349000,45378000;7718111790;771801001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7719;Инспекция Федеральной налоговой службы № 19 по г.Москве;,105523,Москва г,,,,Щелковское ш,90а,,;(495)400-19-07,400-18-95,400-18-84;Код ОКПО:29290198 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45303000,45304000,45306000,45307000,45312000,45313000,45314000,45316000;7719107193;771901001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7720;Инспекция Федеральной налоговой службы № 20 по г.Москве;,111141,Москва г,,,,Зеленый пр-кт,7а,,;(495)400-19-52,400-19-30,400-19-21;Код ОКПО:29290208 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45302000,45306000,45307000,45308000,45309000,45310000,45312000,45314000;7720143220;772001001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7721;Инспекция Федеральной налоговой службы № 21 по г.Москве;,109377,Москва г,,,,Ферганская ул,6,2,;(495)400-19-68,400-20-00,400-10-21,400-19-96,400-19-87,400-19-92;Код ОКПО:29290214 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45385000,45386000,45387000,45388000,45389000,45391000,45392000,45394000,45395000;7721049904;772101001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7722;Инспекция Федеральной налоговой службы № 22 по г.Москве;,111024,Москва г,,,,Энтузиастов ш,14,,;(495)400-00-22,400-20-61,400-20-64,400-21-17, 400-20-34,400-21-1;Код ОКПО:29290220 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45381000,45385000,45388000,45392000,45393000,45394000,45395000,45396000;7722093737;772201001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7723;Инспекция Федеральной налоговой службы № 23 по г.Москве;,109386,Москва г,,,,Таганрогская ул,2,,;(495)400-00-23,400-21-42, 400-21-72,;Код ОКПО:29290237 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45385000,45386000,45387000,45389000,45390000,45392000,45393000,45395000,45396000;7723013452;772301001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7724;Инспекция Федеральной налоговой службы № 24 по г.Москве;,115201,Москва г,,,,Старокаширское ш,4,11, , ,115409,Москва г,,,,Каширское ш,44,4,;(495)400-22-61,276-22-22,400-22-69;Код ОКПО:29290243 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45386000,45909000,45911000,45912000,45913000,45916000,45917000,45918000,45919000,45921000,45922000,45923000,45926000;7724111558;772401001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7725;Инспекция Федеральной налоговой службы № 25 по г.Москве;,115193,Москва г,,,,Кожуховская 5-я ул,1/11,,;(495)400-22-88,276-22-22,400-22-87;Код ОКПО:29290252 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45384000,45914000,45915000,45918000,45919000;7725068979;772501001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7726;Инспекция Федеральной налоговой службы № 26 по г.Москве;,117639,Москва г,,,,Черноморский б-р,1,1,;(495)400 00 26,400-23-38,400-23-48;Код ОКПО:29290266 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45341000,45903000,45909000,45914000,45915000,45920000,45924000,45925000,45926000;7726062105;772601001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7727;Инспекция Федеральной налоговой службы № 27 по г.Москве;,117418,Москва г,,,,Новочеремушкинская ул,58,1,;8(495) 400-24-17, 400-00-27;Код ОКПО:29290272 Понедельник, среда с 9-00 до 18-00, вторник, четверг с 9-00 до 20-00, пятница с 9-00 до 16-45, вторая и четвертая суббота календарного месяца с 10-00 до 15-00;Управление Федерального казначейства по г. Москве;45397000,45398000,45901000,45903000,45906000,45908000,45909000,45910000;7727092173;772701001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7728;Инспекция Федеральной налоговой службы № 28 по г.Москве;,117149,Москва г,,,,Сивашская ул,5,,;(495)400-25-06,400-24-33,400-24-48,400-24-49,400-25-10;Код ОКПО:29290289 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45397000,45902000,45904000,45905000,45907000,45908000,45910000;7728124050;772801001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7729;Инспекция Федеральной налоговой службы № 29 по г. Москве;,119454,Москва г,,,,Лобачевского ул,66а,, , ,119618,Москва г,,,,Пятьдесят лет Октября ул,6,,;(495)400-00-29,400-26-48,400-25-83,400-26-43,400-26-23;Код ОКПО:29290295 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45317000,45321000,45322000,45323000,45324000,45325000,45326000,45327000;7729150007;772901001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7730;Инспекция Федеральной налоговой службы № 30 по г. Москве;,121433,Москва г,,,,Филевская М. ул,10,3;(495)400-26-55,400-26-84,400-26-77,400-26-56,400-26-83,400-26-81;Код ОКПО:29290303 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45318000,45328000,45329000;7730057570;773101001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7731;Инспекция Федеральной налоговой службы № 31 по г.Москве;,121351,Москва г,,,,Молодогвардейская ул,23,1, 121351,Москва г,,,,Молодогвардейская ул,21,1,;(495)400-27-71,400-27-34,400-27-18,400-27-25,400-27-39,400-27-22;Код ОКПО:29290317 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45319000,45320000,45321000,45323000,45328000,45329000,45370000,45391000;7731154880;773101001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7733;Инспекция Федеральной налоговой службы № 33 по г.Москве;,125373,Москва г,,,,Походный проезд,домовладение 3,;(495)400-00-33,400-28-54,400-28-16,400-28-29,400-28-14,400-28-78;Код ОКПО:29290332 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45338000,45343000,45366000,45367000,45368000,45369000,45370000,45371000,45372000,45373000;7733053334;773301001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7734;Инспекция Федеральной налоговой службы № 34 по г.Москве;,123308,Москва г,,,,Маршала Жукова проспект,1,,;(495)400-29-23,400-29-04,400-29-37,400-29-17;Код ОКПО:29290349 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45320000,45345000,45367000,45368000,45370000,45371000,45372000;7734110842;773401001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7735;Инспекция Федеральной налоговой службы № 35 по г.Москве;,124482,Москва г,,Зеленоград г,,Юности ул,5,,;(495)400-30-09,400-29-92,400-29-86,400-29-85;Код ОКПО:29290355 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45323000,45330000,45331000,45332000,45340000,45377000,45382000,45927000;7735071603;773501001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
7736;Инспекция Федеральной налоговой службы № 36 по г.Москве;,119311,Москва г,,,,Ломоносовский пр-кт,23,, 119261,Москва г,,,,Ленинский пр-кт,70/11,, 116296,Москва г,,,,Ленинский пр-кт,69,;(495)400-30-34,400-30-52,400-31-05,400-30-98,400-30-53,400-30-91;Код ОКПО:29290361 Понедельник-четверг с 9-00 до 18-00, пятница с 9-00 до 16-45 Вторую и четвертую субботу календарного месяца с 10.00 до 15.00.;Управление Федерального казначейства по г. Москве;45324000,45397000,45398000,45904000;7736119488;773601001;Отделение 1 Москва;044583001;;40101810800000010041;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;;77066;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;125373, г.Москва, Походный проезд, домовладение 3, стр.2;8(495)400-32-39, 8(495)400-32-12;
